,user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained,DoW,channel_code,is_correct_lang
35,a100000057,2018-01-02,House Ads,personalization,True,English,English,24-30 years,2018-01-02,,House Ads,True,1.0,1.0,Yes
36,a100000057,2018-01-01,Instagram,personalization,False,English,English,24-30 years,2018-01-02,,House Ads,True,1.0,1.0,Yes
37,a100000058,2018-01-02,House Ads,personalization,True,English,English,0-18 years,2018-01-02,,House Ads,True,1.0,1.0,Yes
38,a100000058,2018-01-01,Instagram,personalization,False,English,English,0-18 years,2018-01-02,,House Ads,True,1.0,1.0,Yes
39,a100000059,2018-01-02,House Ads,personalization,True,English,English,19-24 years,2018-01-02,2018-02-19,House Ads,False,1.0,1.0,Yes
40,a100000059,2018-01-01,Facebook,personalization,False,English,English,19-24 years,2018-01-02,2018-02-19,House Ads,False,1.0,1.0,Yes
41,a100000060,2018-01-02,House Ads,personalization,True,German,German,24-30 years,2018-01-02,2018-03-08,House Ads,False,1.0,1.0,Yes
42,a100000060,2018-01-01,House Ads,personalization,False,German,German,24-30 years,2018-01-02,2018-03-08,House Ads,False,1.0,1.0,Yes
43,a100000061,2018-01-02,House Ads,personalization,True,English,English,0-18 years,2018-01-02,2018-02-05,House Ads,False,1.0,1.0,Yes
44,a100000061,2018-01-01,House Ads,personalization,False,English,English,0-18 years,2018-01-02,2018-02-05,House Ads,False,1.0,1.0,Yes
45,a100000062,2018-01-03,House Ads,personalization,True,English,English,19-24 years,2018-01-03,2018-01-11,House Ads,False,2.0,1.0,Yes
46,a100000062,2018-01-01,House Ads,personalization,False,English,English,19-24 years,2018-01-03,2018-01-11,House Ads,False,2.0,1.0,Yes
47,a100000063,2018-01-03,House Ads,personalization,True,English,English,24-30 years,2018-01-03,2018-01-06,House Ads,False,2.0,1.0,Yes
48,a100000063,2018-01-01,House Ads,personalization,False,English,English,24-30 years,2018-01-03,2018-01-06,House Ads,False,2.0,1.0,Yes
49,a100000064,2018-01-03,House Ads,personalization,True,English,English,0-18 years,2018-01-03,2018-03-01,House Ads,False,2.0,1.0,Yes
50,a100000064,2018-01-01,Push,personalization,False,English,English,0-18 years,2018-01-03,2018-03-01,House Ads,False,2.0,1.0,Yes
51,a100000065,2018-01-03,House Ads,personalization,True,English,English,19-24 years,2018-01-03,2018-04-02,House Ads,False,2.0,1.0,Yes
52,a100000065,2018-01-01,House Ads,personalization,False,English,English,19-24 years,2018-01-03,2018-04-02,House Ads,False,2.0,1.0,Yes
53,a100000066,2018-01-03,House Ads,personalization,True,English,English,24-30 years,2018-01-03,2018-03-02,House Ads,False,2.0,1.0,Yes
54,a100000066,2018-01-01,House Ads,personalization,False,English,English,24-30 years,2018-01-03,2018-03-02,House Ads,False,2.0,1.0,Yes
55,a100000067,2018-01-03,House Ads,control,True,English,English,0-18 years,2018-01-03,2018-01-05,House Ads,False,2.0,1.0,Yes
56,a100000068,2018-01-03,House Ads,control,True,English,English,19-24 years,2018-01-03,,House Ads,True,2.0,1.0,Yes
57,a100000069,2018-01-03,House Ads,control,True,English,English,24-30 years,2018-01-03,,House Ads,True,2.0,1.0,Yes
58,a100000070,2018-01-03,House Ads,control,True,Spanish,Spanish,30-36 years,2018-01-03,,House Ads,True,2.0,1.0,Yes
59,a100000071,2018-01-03,House Ads,control,True,English,English,36-45 years,2018-01-03,,House Ads,True,2.0,1.0,Yes
60,a100000072,2018-01-03,House Ads,control,True,German,German,45-55 years,2018-01-03,,House Ads,True,2.0,1.0,Yes
61,a100000073,2018-01-03,House Ads,control,True,English,English,55+ years,2018-01-03,,House Ads,True,2.0,1.0,Yes
62,a100000075,2018-01-03,House Ads,control,True,English,English,0-18 years,2018-01-03,,House Ads,True,2.0,1.0,Yes
63,a100000076,2018-01-03,House Ads,control,True,English,English,19-24 years,2018-01-03,,House Ads,True,2.0,1.0,Yes
64,a100000077,2018-01-03,House Ads,control,True,English,English,24-30 years,2018-01-03,,House Ads,True,2.0,1.0,Yes
65,a100000078,2018-01-03,House Ads,control,True,English,English,30-36 years,2018-01-03,,House Ads,True,2.0,1.0,Yes
66,a100000079,2018-01-03,House Ads,control,True,English,English,36-45 years,2018-01-03,,House Ads,True,2.0,1.0,Yes
67,a100000080,2018-01-04,House Ads,control,True,English,English,45-55 years,2018-01-04,,House Ads,True,3.0,1.0,Yes
68,a100000081,2018-01-04,House Ads,control,True,English,English,55+ years,2018-01-04,,House Ads,True,3.0,1.0,Yes
69,a100000082,2018-01-04,House Ads,control,True,English,English,0-18 years,2018-01-04,,House Ads,True,3.0,1.0,Yes
70,a100000083,2018-01-04,House Ads,control,True,English,English,19-24 years,2018-01-04,,House Ads,True,3.0,1.0,Yes
71,a100000085,2018-01-04,House Ads,control,True,Spanish,Spanish,24-30 years,2018-01-04,,House Ads,True,3.0,1.0,Yes
72,a100000086,2018-01-04,House Ads,control,True,English,English,30-36 years,2018-01-04,,House Ads,True,3.0,1.0,Yes
73,a100000087,2018-01-04,House Ads,control,True,English,English,36-45 years,2018-01-04,,House Ads,True,3.0,1.0,Yes
74,a100000088,2018-01-04,House Ads,control,True,Spanish,Spanish,45-55 years,2018-01-04,2018-01-11,House Ads,False,3.0,1.0,Yes
75,a100000089,2018-01-04,House Ads,control,True,English,English,55+ years,2018-01-04,2018-02-09,House Ads,False,3.0,1.0,Yes
76,a100000090,2018-01-04,House Ads,control,True,English,English,0-18 years,2018-01-04,2018-03-25,House Ads,False,3.0,1.0,Yes
77,a100000091,2018-01-04,House Ads,control,True,English,English,19-24 years,2018-01-04,2018-01-06,House Ads,False,3.0,1.0,Yes
78,a100000092,2018-01-04,House Ads,control,True,English,English,24-30 years,2018-01-04,2018-03-12,House Ads,False,3.0,1.0,Yes
79,a100000093,2018-01-04,House Ads,control,True,English,English,30-36 years,2018-01-04,2018-03-10,House Ads,False,3.0,1.0,Yes
80,a100000094,2018-01-04,House Ads,control,True,English,English,36-45 years,2018-01-04,2018-02-14,House Ads,False,3.0,1.0,Yes
81,a100000095,2018-01-04,House Ads,control,True,Spanish,Spanish,45-55 years,2018-01-04,2018-01-23,House Ads,False,3.0,1.0,Yes
82,a100000096,2018-01-05,House Ads,control,True,English,English,55+ years,2018-01-05,2018-02-11,House Ads,False,4.0,1.0,Yes
83,a100000097,2018-01-05,House Ads,control,True,English,English,0-18 years,2018-01-05,,House Ads,True,4.0,1.0,Yes
84,a100000098,2018-01-05,House Ads,control,True,English,English,19-24 years,2018-01-05,,House Ads,True,4.0,1.0,Yes
85,a100000099,2018-01-05,House Ads,control,True,English,English,24-30 years,2018-01-05,,House Ads,True,4.0,1.0,Yes
86,a100000099,2018-01-04,House Ads,control,False,English,English,24-30 years,2018-01-05,,House Ads,True,4.0,1.0,Yes
87,a100000100,2018-01-05,House Ads,control,True,English,English,30-36 years,2018-01-05,,House Ads,True,4.0,1.0,Yes
88,a100000100,2018-01-04,House Ads,control,False,English,English,30-36 years,2018-01-05,,House Ads,True,4.0,1.0,Yes
89,a100000101,2018-01-05,House Ads,control,True,English,English,36-45 years,2018-01-05,2018-04-13,House Ads,False,4.0,1.0,Yes
90,a100000101,2018-01-04,House Ads,control,False,English,English,36-45 years,2018-01-05,2018-04-13,House Ads,False,4.0,1.0,Yes
91,a100000102,2018-01-05,House Ads,control,True,English,English,45-55 years,2018-01-05,2018-04-12,House Ads,False,4.0,1.0,Yes
92,a100000102,2018-01-04,House Ads,control,False,English,English,45-55 years,2018-01-05,2018-04-12,House Ads,False,4.0,1.0,Yes
93,a100000103,2018-01-05,House Ads,control,True,Spanish,Spanish,55+ years,2018-01-05,2018-04-03,House Ads,False,4.0,1.0,Yes
94,a100000103,2018-01-04,House Ads,control,False,Spanish,Spanish,55+ years,2018-01-05,2018-04-03,House Ads,False,4.0,1.0,Yes
95,a100000104,2018-01-05,House Ads,control,True,English,English,0-18 years,2018-01-05,2018-02-17,House Ads,False,4.0,1.0,Yes
96,a100000104,2018-01-04,House Ads,control,False,English,English,0-18 years,2018-01-05,2018-02-17,House Ads,False,4.0,1.0,Yes
97,a100000105,2018-01-05,House Ads,control,True,English,English,19-24 years,2018-01-05,2018-04-14,House Ads,False,4.0,1.0,Yes
98,a100000105,2018-01-04,House Ads,control,False,English,English,19-24 years,2018-01-05,2018-04-14,House Ads,False,4.0,1.0,Yes
99,a100000107,2018-01-05,House Ads,control,True,English,English,24-30 years,2018-01-05,2018-01-11,House Ads,False,4.0,1.0,Yes
100,a100000107,2018-01-04,House Ads,control,False,English,English,24-30 years,2018-01-05,2018-01-11,House Ads,False,4.0,1.0,Yes
101,a100000108,2018-01-05,House Ads,control,True,English,English,30-36 years,2018-01-05,2018-02-03,House Ads,False,4.0,1.0,Yes
102,a100000108,2018-01-04,House Ads,control,False,English,English,30-36 years,2018-01-05,2018-02-03,House Ads,False,4.0,1.0,Yes
103,a100000109,2018-01-05,House Ads,control,True,Spanish,Spanish,36-45 years,2018-01-05,2018-01-08,House Ads,False,4.0,1.0,Yes
104,a100000109,2018-01-04,House Ads,control,False,Spanish,Spanish,36-45 years,2018-01-05,2018-01-08,House Ads,False,4.0,1.0,Yes
105,a100000110,2018-01-05,House Ads,control,True,Spanish,Spanish,45-55 years,2018-01-05,2018-01-27,House Ads,False,4.0,1.0,Yes
106,a100000110,2018-01-04,House Ads,control,False,Spanish,Spanish,45-55 years,2018-01-05,2018-01-27,House Ads,False,4.0,1.0,Yes
107,a100000111,2018-01-05,House Ads,control,True,English,English,55+ years,2018-01-05,,House Ads,True,4.0,1.0,Yes
108,a100000111,2018-01-04,House Ads,control,False,English,English,55+ years,2018-01-05,,House Ads,True,4.0,1.0,Yes
109,a100000112,2018-01-05,House Ads,control,True,English,English,0-18 years,2018-01-05,,House Ads,True,4.0,1.0,Yes
110,a100000112,2018-01-04,House Ads,control,False,English,English,0-18 years,2018-01-05,,House Ads,True,4.0,1.0,Yes
111,a100000113,2018-01-05,House Ads,control,True,English,English,19-24 years,2018-01-05,,House Ads,True,4.0,1.0,Yes
112,a100000114,2018-01-05,House Ads,control,True,English,English,24-30 years,2018-01-05,,House Ads,True,4.0,1.0,Yes
113,a100000127,2018-01-05,House Ads,control,True,English,English,30-36 years,2018-01-05,,House Ads,True,4.0,1.0,Yes
114,a100000128,2018-01-05,House Ads,control,True,English,English,36-45 years,2018-01-05,,House Ads,True,4.0,1.0,Yes
115,a100000129,2018-01-06,House Ads,control,True,English,English,45-55 years,2018-01-06,,House Ads,True,5.0,1.0,Yes
116,a100000130,2018-01-06,House Ads,control,True,Spanish,Spanish,55+ years,2018-01-06,,House Ads,True,5.0,1.0,Yes
117,a100000131,2018-01-06,House Ads,control,True,English,English,0-18 years,2018-01-06,,House Ads,True,5.0,1.0,Yes
118,a100000132,2018-01-06,House Ads,control,True,English,English,19-24 years,2018-01-06,,House Ads,True,5.0,1.0,Yes
119,a100000133,2018-01-06,House Ads,control,True,English,English,24-30 years,2018-01-06,,House Ads,True,5.0,1.0,Yes
120,a100000134,2018-01-06,House Ads,control,True,English,English,30-36 years,2018-01-06,,House Ads,True,5.0,1.0,Yes
121,a100000150,2018-01-06,House Ads,control,True,English,English,36-45 years,2018-01-06,,House Ads,True,5.0,1.0,Yes
122,a100000151,2018-01-06,House Ads,control,True,Arabic,Arabic,45-55 years,2018-01-06,,House Ads,True,5.0,1.0,Yes
123,a100000152,2018-01-06,House Ads,control,True,Spanish,Spanish,55+ years,2018-01-06,,House Ads,True,5.0,1.0,Yes
124,a100000153,2018-01-06,House Ads,control,True,Arabic,Arabic,0-18 years,2018-01-06,,House Ads,True,5.0,1.0,Yes
125,a100000154,2018-01-06,House Ads,control,True,English,English,19-24 years,2018-01-06,,House Ads,True,5.0,1.0,Yes
126,a100000155,2018-01-06,House Ads,control,True,English,English,24-30 years,2018-01-06,,House Ads,True,5.0,1.0,Yes
127,a100000156,2018-01-06,House Ads,control,True,English,English,30-36 years,2018-01-06,,House Ads,True,5.0,1.0,Yes
128,a100000157,2018-01-06,House Ads,control,True,English,English,36-45 years,2018-01-06,,House Ads,True,5.0,1.0,Yes
129,a100000162,2018-01-06,House Ads,control,True,English,English,45-55 years,2018-01-06,,House Ads,True,5.0,1.0,Yes
130,a100000163,2018-01-06,House Ads,control,True,Arabic,Arabic,55+ years,2018-01-06,,House Ads,True,5.0,1.0,Yes
131,a100000164,2018-01-06,House Ads,control,True,English,English,0-18 years,2018-01-06,2018-03-10,House Ads,False,5.0,1.0,Yes
132,a100000165,2018-01-07,House Ads,control,True,Arabic,Arabic,19-24 years,2018-01-07,2018-03-11,House Ads,False,6.0,1.0,Yes
133,a100000166,2018-01-07,House Ads,control,True,English,English,24-30 years,2018-01-07,2018-03-25,House Ads,False,6.0,1.0,Yes
134,a100000167,2018-01-07,House Ads,control,True,English,English,30-36 years,2018-01-07,2018-02-21,House Ads,False,6.0,1.0,Yes
135,a100000168,2018-01-07,House Ads,control,True,English,English,36-45 years,2018-01-07,2018-02-25,House Ads,False,6.0,1.0,Yes
136,a100000169,2018-01-07,House Ads,control,True,English,English,45-55 years,2018-01-07,2018-03-05,House Ads,False,6.0,1.0,Yes
137,a100000170,2018-01-07,House Ads,control,True,English,English,55+ years,2018-01-07,2018-04-16,House Ads,False,6.0,1.0,Yes
138,a100000171,2018-01-07,House Ads,control,True,English,English,0-18 years,2018-01-07,2018-02-06,House Ads,False,6.0,1.0,Yes
139,a100000172,2018-01-07,House Ads,control,True,German,German,19-24 years,2018-01-07,2018-02-05,House Ads,False,6.0,1.0,Yes
140,a100000250,2018-01-07,House Ads,control,True,English,English,24-30 years,2018-01-07,,House Ads,True,6.0,1.0,Yes
141,a100000251,2018-01-07,House Ads,control,True,English,English,30-36 years,2018-01-07,,House Ads,True,6.0,1.0,Yes
142,a100000252,2018-01-07,House Ads,control,True,German,German,36-45 years,2018-01-07,,House Ads,True,6.0,1.0,Yes
143,a100000253,2018-01-07,House Ads,control,True,Arabic,Arabic,45-55 years,2018-01-07,,House Ads,True,6.0,1.0,Yes
144,a100000254,2018-01-07,House Ads,control,True,English,English,55+ years,2018-01-07,,House Ads,True,6.0,1.0,Yes
145,a100000255,2018-01-07,House Ads,control,True,English,English,0-18 years,2018-01-07,,House Ads,True,6.0,1.0,Yes
146,a100000256,2018-01-07,House Ads,control,True,English,English,19-24 years,2018-01-07,,House Ads,True,6.0,1.0,Yes
147,a100000257,2018-01-07,House Ads,control,True,English,English,24-30 years,2018-01-07,,House Ads,True,6.0,1.0,Yes
148,a100000258,2018-01-07,House Ads,control,True,English,English,30-36 years,2018-01-07,,House Ads,True,6.0,1.0,Yes
149,a100000259,2018-01-07,House Ads,control,True,English,English,36-45 years,2018-01-07,,House Ads,True,6.0,1.0,Yes
150,a100000260,2018-01-07,House Ads,control,True,Spanish,Spanish,45-55 years,2018-01-07,2018-01-14,House Ads,False,6.0,1.0,Yes
151,a100000261,2018-01-08,House Ads,control,True,English,English,55+ years,2018-01-08,2018-03-13,House Ads,False,0.0,1.0,Yes
152,a100000262,2018-01-08,House Ads,control,True,English,English,0-18 years,2018-01-08,2018-02-22,House Ads,False,0.0,1.0,Yes
153,a100000263,2018-01-08,House Ads,control,True,English,English,19-24 years,2018-01-08,2018-01-11,House Ads,False,0.0,1.0,Yes
154,a100000264,2018-01-08,House Ads,control,True,German,German,24-30 years,2018-01-08,2018-03-19,House Ads,False,0.0,1.0,Yes
155,a100000265,2018-01-08,House Ads,control,True,German,German,30-36 years,2018-01-08,2018-02-10,House Ads,False,0.0,1.0,Yes
156,a100000266,2018-01-08,House Ads,control,True,English,English,36-45 years,2018-01-08,2018-03-30,House Ads,False,0.0,1.0,Yes
157,a100000267,2018-01-08,House Ads,control,True,English,English,45-55 years,2018-01-08,2018-01-15,House Ads,False,0.0,1.0,Yes
158,a100000268,2018-01-08,House Ads,control,True,English,English,55+ years,2018-01-08,2018-02-21,House Ads,False,0.0,1.0,Yes
159,a100000269,2018-01-08,House Ads,control,True,English,English,0-18 years,2018-01-08,,House Ads,True,0.0,1.0,Yes
160,a100000270,2018-01-08,House Ads,control,True,English,English,19-24 years,2018-01-08,,House Ads,True,0.0,1.0,Yes
161,a100000271,2018-01-08,House Ads,control,True,English,English,24-30 years,2018-01-08,,House Ads,True,0.0,1.0,Yes
162,a100000272,2018-01-08,House Ads,control,True,English,English,30-36 years,2018-01-08,,House Ads,True,0.0,1.0,Yes
163,a100000273,2018-01-08,House Ads,control,True,German,German,36-45 years,2018-01-08,,House Ads,True,0.0,1.0,Yes
164,a100000274,2018-01-08,House Ads,control,True,English,English,45-55 years,2018-01-08,,House Ads,True,0.0,1.0,Yes
165,a100000275,2018-01-08,House Ads,control,True,Spanish,Spanish,55+ years,2018-01-08,,House Ads,True,0.0,1.0,Yes
166,a100000276,2018-01-08,House Ads,control,True,Spanish,Spanish,0-18 years,2018-01-08,,House Ads,True,0.0,1.0,Yes
167,a100000277,2018-01-09,House Ads,control,True,Spanish,Spanish,19-24 years,2018-01-09,,House Ads,True,1.0,1.0,Yes
168,a100000278,2018-01-09,House Ads,control,True,English,English,24-30 years,2018-01-09,,House Ads,True,1.0,1.0,Yes
169,a100000279,2018-01-09,House Ads,control,True,English,English,30-36 years,2018-01-09,,House Ads,True,1.0,1.0,Yes
170,a100000280,2018-01-09,House Ads,control,True,English,English,36-45 years,2018-01-09,,House Ads,True,1.0,1.0,Yes
171,a100000281,2018-01-09,House Ads,control,True,English,English,45-55 years,2018-01-09,,House Ads,True,1.0,1.0,Yes
172,a100000282,2018-01-09,House Ads,control,True,English,English,55+ years,2018-01-09,,House Ads,True,1.0,1.0,Yes
173,a100000283,2018-01-09,House Ads,control,True,English,English,0-18 years,2018-01-09,,House Ads,True,1.0,1.0,Yes
174,a100000284,2018-01-09,House Ads,control,True,English,English,19-24 years,2018-01-09,,House Ads,True,1.0,1.0,Yes
175,a100000285,2018-01-09,House Ads,control,True,English,English,24-30 years,2018-01-09,,House Ads,True,1.0,1.0,Yes
176,a100000286,2018-01-09,House Ads,control,True,English,English,30-36 years,2018-01-09,,House Ads,True,1.0,1.0,Yes
177,a100000287,2018-01-09,House Ads,control,True,English,English,36-45 years,2018-01-09,,House Ads,True,1.0,1.0,Yes
178,a100000288,2018-01-09,House Ads,control,True,English,English,45-55 years,2018-01-09,,House Ads,True,1.0,1.0,Yes
179,a100000289,2018-01-09,House Ads,control,True,English,English,55+ years,2018-01-09,,House Ads,True,1.0,1.0,Yes
180,a100000290,2018-01-09,House Ads,control,True,English,English,0-18 years,2018-01-09,,House Ads,True,1.0,1.0,Yes
181,a100000291,2018-01-09,House Ads,control,True,English,English,19-24 years,2018-01-09,,House Ads,True,1.0,1.0,Yes
182,a100000292,2018-01-09,House Ads,control,True,English,English,24-30 years,2018-01-09,,House Ads,True,1.0,1.0,Yes
183,a100000293,2018-01-09,House Ads,control,True,English,English,30-36 years,2018-01-09,,House Ads,True,1.0,1.0,Yes
184,a100000294,2018-01-09,House Ads,control,True,English,English,36-45 years,2018-01-09,2018-01-14,House Ads,False,1.0,1.0,Yes
185,a100000295,2018-01-09,House Ads,control,True,English,English,45-55 years,2018-01-09,2018-02-04,House Ads,False,1.0,1.0,Yes
186,a100000296,2018-01-09,House Ads,control,True,English,English,55+ years,2018-01-09,2018-02-04,House Ads,False,1.0,1.0,Yes
187,a100000297,2018-01-10,House Ads,control,True,German,German,0-18 years,2018-01-10,2018-02-09,House Ads,False,2.0,1.0,Yes
188,a100000298,2018-01-10,House Ads,control,True,German,German,19-24 years,2018-01-10,2018-01-21,House Ads,False,2.0,1.0,Yes
189,a100000299,2018-01-10,House Ads,control,True,English,English,24-30 years,2018-01-10,2018-03-07,House Ads,False,2.0,1.0,Yes
190,a100000300,2018-01-10,House Ads,control,True,English,English,30-36 years,2018-01-10,2018-04-10,House Ads,False,2.0,1.0,Yes
191,a100000301,2018-01-10,House Ads,control,True,Spanish,Spanish,36-45 years,2018-01-10,2018-04-16,House Ads,False,2.0,1.0,Yes
192,a100000302,2018-01-10,House Ads,control,True,English,English,45-55 years,2018-01-10,2018-03-26,House Ads,False,2.0,1.0,Yes
193,a100000303,2018-01-10,House Ads,control,True,English,English,55+ years,2018-01-10,,House Ads,True,2.0,1.0,Yes
194,a100000304,2018-01-10,House Ads,control,True,English,English,0-18 years,2018-01-10,,House Ads,True,2.0,1.0,Yes
195,a100000305,2018-01-10,House Ads,control,True,English,English,19-24 years,2018-01-10,,House Ads,True,2.0,1.0,Yes
196,a100000306,2018-01-10,House Ads,control,True,English,English,24-30 years,2018-01-10,,House Ads,True,2.0,1.0,Yes
197,a100000307,2018-01-10,House Ads,control,True,Spanish,Spanish,30-36 years,2018-01-10,,House Ads,True,2.0,1.0,Yes
198,a100000308,2018-01-10,House Ads,control,True,English,English,36-45 years,2018-01-10,,House Ads,True,2.0,1.0,Yes
199,a100000309,2018-01-10,House Ads,control,True,English,English,45-55 years,2018-01-10,,House Ads,True,2.0,1.0,Yes
200,a100000310,2018-01-10,House Ads,control,True,English,English,55+ years,2018-01-10,,House Ads,True,2.0,1.0,Yes
201,a100000311,2018-01-10,House Ads,control,True,English,English,0-18 years,2018-01-10,,House Ads,True,2.0,1.0,Yes
202,a100000312,2018-01-10,House Ads,control,True,English,English,19-24 years,2018-01-10,,House Ads,True,2.0,1.0,Yes
203,a100000313,2018-01-10,House Ads,control,True,English,English,24-30 years,2018-01-10,,House Ads,True,2.0,1.0,Yes
204,a100000314,2018-01-10,House Ads,control,True,Spanish,Spanish,30-36 years,2018-01-10,,House Ads,True,2.0,1.0,Yes
205,a100000315,2018-01-10,House Ads,personalization,True,English,English,36-45 years,2018-01-10,,House Ads,True,2.0,1.0,Yes
206,a100000316,2018-01-10,House Ads,personalization,True,English,English,45-55 years,2018-01-10,,House Ads,True,2.0,1.0,Yes
207,a100000317,2018-01-10,House Ads,personalization,True,Spanish,Spanish,55+ years,2018-01-10,2018-04-19,House Ads,False,2.0,1.0,Yes
208,a100000318,2018-01-11,House Ads,personalization,True,English,English,0-18 years,2018-01-11,2018-03-04,House Ads,False,3.0,1.0,Yes
209,a100000319,2018-01-12,House Ads,personalization,True,English,Spanish,19-24 years,2018-01-12,2018-01-26,House Ads,False,4.0,1.0,No
210,a100000320,2018-01-13,House Ads,personalization,True,English,English,24-30 years,2018-01-13,2018-04-05,House Ads,False,5.0,1.0,Yes
211,a100000321,2018-01-14,House Ads,personalization,True,English,English,30-36 years,2018-01-14,2018-01-26,House Ads,False,6.0,1.0,Yes
212,a100000322,2018-01-15,House Ads,personalization,True,English,English,36-45 years,2018-01-15,2018-03-15,House Ads,False,0.0,1.0,Yes
213,a100000323,2018-01-16,House Ads,personalization,True,English,English,45-55 years,2018-01-16,2018-04-22,House Ads,False,1.0,1.0,Yes
214,a100000324,2018-01-17,House Ads,personalization,True,English,English,55+ years,2018-01-17,2018-02-11,House Ads,False,2.0,1.0,Yes
215,a100000325,2018-01-18,House Ads,personalization,True,English,English,0-18 years,2018-01-18,2018-01-23,House Ads,False,3.0,1.0,Yes
216,a100000326,2018-01-19,House Ads,personalization,True,English,English,19-24 years,2018-01-19,,House Ads,True,4.0,1.0,Yes
